0.2,transform,incoder,js,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,lua,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,php,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,pl,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,py,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,r,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,rb,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,rkt,161,1.00,1.00,1.00,1.00
0.2,transform,incoder,rs,156,1.00,1.00,1.00,1.00
0.2,transform,incoder,scala,158,1.00,1.00,1.00,1.00
0.2,transform,incoder,sh,158,1.00,1.00,1.00,1.00
0.2,transform,incoder,swift,158,1.00,1.00,1.00,1.00
0.2,transform,incoder,ts,159,1.00,1.00,1.00,1.00
0.8,reworded,davinci,cpp,159,1.00,1.00,1.00,1.00
0.8,reworded,davinci,cs,156,1.00,1.00,1.00,1.00
0.8,reworded,davinci,d,156,1.00,1.00,1.00,1.00
0.8,reworded,davinci,go,154,1.00,1.00,1.00,1.00
0.8,reworded,davinci,java,156,1.00,1.00,1.00,1.00
0.8,reworded,davinci,jl,159,1.00,1.00,1.00,1.00
0.8,reworded,davinci,js,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,lua,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,php,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,pl,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,py,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,r,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,rb,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,rkt,161,1.00,1.00,1.00,1.00
0.8,reworded,davinci,rs,156,1.00,1.00,1.00,1.00
0.8,reworded,davinci,scala,158,1.00,1.00,1.00,1.00
0.8,reworded,davinci,sh,158,1.00,1.00,1.00,1.00
0.8,reworded,davinci,swift,158,1.00,1.00,1.00,1.00
0.8,reworded,davinci,ts,159,1.00,1.00,1.00,1.00
0.8,reworded,incoder,cpp,159,1.00,1.00,1.00,1.00
0.8,reworded,incoder,cs,156,1.00,1.00,1.00,1.00
0.8,reworded,incoder,d,156,1.00,1.00,1.00,1.00
0.8,reworded,incoder,go,154,1.00,1.00,1.00,1.00
0.8,reworded,incoder,java,156,1.00,1.00,1.00,1.00
0.8,reworded,incoder,jl,159,1.00,1.00,1.00,1.00
0.8,reworded,incoder,js,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,lua,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,php,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,pl,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,py,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,r,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,rb,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,rkt,161,1.00,1.00,1.00,1.00
0.8,reworded,incoder,rs,156,1.00,1.00,1.00,1.00
0.8,reworded,incoder,scala,158,1.00,1.00,1.00,1.00
0.8,reworded,incoder,sh,158,1.00,1.00,1.00,1.00
0.8,reworded,incoder,swift,158,1.00,1.00,1.00,1.00
0.8,reworded,incoder,ts,159,1.00,1.00,1.00,1.00
Temperature,Variation,Model,Language,Prepared Files,Completions Done (20),Completions Done (200),Results Done (20),Results Done (200)
