HumanEval_29_filter_by_prefix,1.0
HumanEval_2_truncate_number,0.99
HumanEval_30_get_positive,1.0
HumanEval_31_is_prime,0.94
HumanEval_33_sort_third,0.015
HumanEval_34_unique,1.0
HumanEval_35_max_element,1.0
HumanEval_36_fizz_buzz,0.9
HumanEval_37_sort_even,0.725
HumanEval_39_prime_fib,0.465
HumanEval_3_below_zero,1.0
HumanEval_40_triples_sum_to_zero,0.92
HumanEval_41_car_race_collision,0.0
HumanEval_42_incr_list,1.0
HumanEval_43_pairs_sum_to_zero,0.95
HumanEval_44_change_base,0.745
HumanEval_45_triangle_area,1.0
HumanEval_46_fib4,0.925
HumanEval_47_median,1.0
HumanEval_48_is_palindrome,1.0
HumanEval_49_modp,0.99
HumanEval_4_mean_absolute_deviation,0.855
HumanEval_52_below_threshold,1.0
HumanEval_53_add,1.0
HumanEval_54_same_chars,0.0
HumanEval_55_fib,1.0
HumanEval_56_correct_bracketing,0.83
HumanEval_57_monotonic,0.945
HumanEval_58_common,1.0
HumanEval_59_largest_prime_factor,0.57
HumanEval_5_intersperse,0.95
HumanEval_60_sum_to_n,1.0
HumanEval_61_correct_bracketing,0.625
HumanEval_62_derivative,0.835
HumanEval_63_fibfib,0.91
HumanEval_64_vowels_count,0.075
HumanEval_65_circular_shift,0.795
HumanEval_66_digitSum,1.0
HumanEval_67_fruit_distribution,0.065
HumanEval_68_pluck,0.99
HumanEval_69_search,0.06
HumanEval_6_parse_nested_parens,0.435
HumanEval_70_strange_sort_list,0.35
HumanEval_71_triangle_area,0.035
HumanEval_72_will_it_fly,0.75
HumanEval_73_smallest_change,0.04
HumanEval_74_total_match,0.165
HumanEval_75_is_multiply_prime,0.01
HumanEval_76_is_simple_power,0.045
HumanEval_77_iscube,0.075
HumanEval_78_hex_key,0.91
HumanEval_79_decimal_to_binary,1.0
HumanEval_7_filter_by_substring,1.0
HumanEval_80_is_happy,0.855
HumanEval_81_numerical_letter_grade,0.03
HumanEval_82_prime_length,0.095
HumanEval_83_starts_one_ends,0.0
HumanEval_84_solve,0.0
HumanEval_85_add,1.0
HumanEval_86_anti_shuffle,0.315
HumanEval_87_get_row,0.335
HumanEval_88_sort_array,0.97
HumanEval_89_encrypt,0.035
HumanEval_8_sum_product,0.835
HumanEval_90_next_smallest,0.245
HumanEval_91_is_bored,0.015
HumanEval_92_any_int,0.0
HumanEval_93_encode,0.0
HumanEval_94_skjkasdkd,0.265
HumanEval_95_check_dict_case,0.26
HumanEval_96_count_up_to,0.57
HumanEval_97_multiply,0.95
HumanEval_98_count_upper,0.685
HumanEval_99_closest_integer,0.0
HumanEval_9_rolling_max,0.05
