HumanEval_1_separate_paren_groups,0.005
HumanEval_20_find_closest_elements,0.56
HumanEval_21_rescale_to_unit,0.995
HumanEval_22_filter_integers,0.995
HumanEval_23_strlen,1.0
HumanEval_24_largest_divisor,0.745
HumanEval_25_factorize,0.94
HumanEval_26_remove_duplicates,0.005
HumanEval_27_flip_case,1.0
HumanEval_28_concatenate,0.935
HumanEval_29_filter_by_prefix,1.0
HumanEval_2_truncate_number,0.005
HumanEval_30_get_positive,1.0
HumanEval_31_is_prime,0.985
HumanEval_33_sort_third,0.0
HumanEval_34_unique,0.995
HumanEval_35_max_element,0.99
HumanEval_36_fizz_buzz,0.49
HumanEval_37_sort_even,0.005
HumanEval_39_prime_fib,0.0
HumanEval_3_below_zero,0.995
HumanEval_40_triples_sum_to_zero,0.91
HumanEval_41_car_race_collision,0.0
HumanEval_42_incr_list,1.0
HumanEval_43_pairs_sum_to_zero,0.26
HumanEval_44_change_base,0.695
HumanEval_45_triangle_area,0.0
HumanEval_46_fib4,0.58
HumanEval_47_median,0.97
HumanEval_48_is_palindrome,0.995
HumanEval_49_modp,0.615
HumanEval_4_mean_absolute_deviation,0.045
HumanEval_51_remove_vowels,0.985
HumanEval_52_below_threshold,0.89
HumanEval_53_add,1.0
HumanEval_54_same_chars,0.0
HumanEval_55_fib,1.0
HumanEval_56_correct_bracketing,0.17
HumanEval_57_monotonic,0.85
HumanEval_58_common,0.79
HumanEval_59_largest_prime_factor,0.28
HumanEval_5_intersperse,0.655
HumanEval_60_sum_to_n,0.985
HumanEval_61_correct_bracketing,0.12
HumanEval_62_derivative,0.955
HumanEval_63_fibfib,0.99
HumanEval_64_vowels_count,0.0
HumanEval_65_circular_shift,0.075
HumanEval_66_digitSum,0.37
HumanEval_67_fruit_distribution,0.085
HumanEval_68_pluck,0.63
HumanEval_69_search,0.375
HumanEval_6_parse_nested_parens,0.075
HumanEval_70_strange_sort_list,0.01
HumanEval_71_triangle_area,0.005
HumanEval_72_will_it_fly,0.735
HumanEval_73_smallest_change,0.04
HumanEval_74_total_match,0.3
HumanEval_75_is_multiply_prime,0.01
HumanEval_76_is_simple_power,0.39
HumanEval_77_iscube,0.18
HumanEval_78_hex_key,0.0
HumanEval_79_decimal_to_binary,0.23
HumanEval_7_filter_by_substring,1.0
HumanEval_80_is_happy,0.84
HumanEval_81_numerical_letter_grade,0.0
HumanEval_82_prime_length,0.32
HumanEval_83_starts_one_ends,0.005
HumanEval_84_solve,0.0
HumanEval_85_add,0.49
HumanEval_86_anti_shuffle,0.985
HumanEval_87_get_row,0.93
HumanEval_88_sort_array,0.27
HumanEval_89_encrypt,0.085
HumanEval_8_sum_product,0.815
HumanEval_90_next_smallest,0.865
HumanEval_91_is_bored,0.035
HumanEval_92_any_int,0.755
HumanEval_93_encode,0.0
HumanEval_94_skjkasdkd,0.0
HumanEval_95_check_dict_case,0.01
HumanEval_96_count_up_to,0.015
HumanEval_97_multiply,0.055
HumanEval_98_count_upper,0.955
HumanEval_99_closest_integer,0.925
HumanEval_9_rolling_max,0.93
