lang,problem,model,temp,variation,pass@1,n(t=0.2),pass@10,n(t=0.8),pass@100
sh,HumanEval_8_sum_product,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_149_sorted_list_sum,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_47_median,davinci,0.2,notypes_originalvocab,0.04,200,NA,NA,NA
sh,HumanEval_0_has_close_elements,davinci,0.2,notypes_originalvocab,0.17,200,NA,NA,NA
sh,HumanEval_105_by_length,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_91_is_bored,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_71_triangle_area,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_30_get_positive,davinci,0.2,notypes_originalvocab,0.35,200,NA,NA,NA
sh,HumanEval_101_words_string,davinci,0.2,notypes_originalvocab,0.06,200,NA,NA,NA
sh,HumanEval_39_prime_fib,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_136_largest_smallest_integers,davinci,0.2,notypes_originalvocab,0.10,200,NA,NA,NA
sh,HumanEval_94_skjkasdkd,davinci,0.2,notypes_originalvocab,0.02,200,NA,NA,NA
sh,HumanEval_120_maximum,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_117_select_words,davinci,0.2,notypes_originalvocab,0.08,200,NA,NA,NA
sh,HumanEval_4_mean_absolute_deviation,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_135_can_arrange,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_51_remove_vowels,davinci,0.2,notypes_originalvocab,0.98,200,NA,NA,NA
sh,HumanEval_141_file_name_check,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_131_digits,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_139_special_factorial,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_52_below_threshold,davinci,0.2,notypes_originalvocab,0.45,200,NA,NA,NA
sh,HumanEval_40_triples_sum_to_zero,davinci,0.2,notypes_originalvocab,0.43,200,NA,NA,NA
sh,HumanEval_92_any_int,davinci,0.2,notypes_originalvocab,0.10,200,NA,NA,NA
sh,HumanEval_104_unique_digits,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_10_make_palindrome,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_82_prime_length,davinci,0.2,notypes_originalvocab,0.12,200,NA,NA,NA
sh,HumanEval_66_digitSum,davinci,0.2,notypes_originalvocab,0.42,200,NA,NA,NA
sh,HumanEval_86_anti_shuffle,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_61_correct_bracketing,davinci,0.2,notypes_originalvocab,0.92,200,NA,NA,NA
sh,HumanEval_74_total_match,davinci,0.2,notypes_originalvocab,0.17,200,NA,NA,NA
sh,HumanEval_69_search,davinci,0.2,notypes_originalvocab,0.18,200,NA,NA,NA
sh,HumanEval_157_right_angle_triangle,davinci,0.2,notypes_originalvocab,0.63,200,NA,NA,NA
sh,HumanEval_127_intersection,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_77_iscube,davinci,0.2,notypes_originalvocab,0.24,200,NA,NA,NA
sh,HumanEval_88_sort_array,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_5_intersperse,davinci,0.2,notypes_originalvocab,0.12,200,NA,NA,NA
sh,HumanEval_45_triangle_area,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_34_unique,davinci,0.2,notypes_originalvocab,0.10,200,NA,NA,NA
sh,HumanEval_20_find_closest_elements,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_36_fizz_buzz,davinci,0.2,notypes_originalvocab,0.20,200,NA,NA,NA
sh,HumanEval_110_exchange,davinci,0.2,notypes_originalvocab,0.06,200,NA,NA,NA
sh,HumanEval_43_pairs_sum_to_zero,davinci,0.2,notypes_originalvocab,0.42,200,NA,NA,NA
sh,HumanEval_31_is_prime,davinci,0.2,notypes_originalvocab,0.77,200,NA,NA,NA
sh,HumanEval_161_solve,davinci,0.2,notypes_originalvocab,0.04,200,NA,NA,NA
sh,HumanEval_153_Strongest_Extension,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_70_strange_sort_list,davinci,0.2,notypes_originalvocab,0.02,200,NA,NA,NA
sh,HumanEval_95_check_dict_case,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_134_check_if_last_char_is_a_letter,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_27_flip_case,davinci,0.2,notypes_originalvocab,0.17,200,NA,NA,NA
sh,HumanEval_118_get_closest_vowel,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_16_count_distinct_characters,davinci,0.2,notypes_originalvocab,0.15,200,NA,NA,NA
sh,HumanEval_148_bf,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_108_count_nums,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_162_string_to_md5,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_48_is_palindrome,davinci,0.2,notypes_originalvocab,0.92,200,NA,NA,NA
sh,HumanEval_68_pluck,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_109_move_one_ball,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_42_incr_list,davinci,0.2,notypes_originalvocab,0.79,200,NA,NA,NA
sh,HumanEval_28_concatenate,davinci,0.2,notypes_originalvocab,0.32,200,NA,NA,NA
sh,HumanEval_93_encode,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_15_string_sequence,davinci,0.2,notypes_originalvocab,0.15,200,NA,NA,NA
sh,HumanEval_54_same_chars,davinci,0.2,notypes_originalvocab,0.71,200,NA,NA,NA
sh,HumanEval_72_will_it_fly,davinci,0.2,notypes_originalvocab,0.23,200,NA,NA,NA
sh,HumanEval_143_words_in_sentence,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_67_fruit_distribution,davinci,0.2,notypes_originalvocab,0.05,200,NA,NA,NA
sh,HumanEval_89_encrypt,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_111_histogram,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_65_circular_shift,davinci,0.2,notypes_originalvocab,0.03,200,NA,NA,NA
sh,HumanEval_83_starts_one_ends,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_21_rescale_to_unit,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_44_change_base,davinci,0.2,notypes_originalvocab,0.75,200,NA,NA,NA
sh,HumanEval_3_below_zero,davinci,0.2,notypes_originalvocab,0.99,200,NA,NA,NA
sh,HumanEval_123_get_odd_collatz,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_64_vowels_count,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_116_sort_array,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_137_compare_one,davinci,0.2,notypes_originalvocab,0.12,200,NA,NA,NA
sh,HumanEval_160_do_algebra,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_163_generate_integers,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_14_all_prefixes,davinci,0.2,notypes_originalvocab,0.04,200,NA,NA,NA
sh,HumanEval_150_x_or_y,davinci,0.2,notypes_originalvocab,0.38,200,NA,NA,NA
sh,HumanEval_98_count_upper,davinci,0.2,notypes_originalvocab,0.12,200,NA,NA,NA
sh,HumanEval_18_how_many_times,davinci,0.2,notypes_originalvocab,0.17,200,NA,NA,NA
sh,HumanEval_96_count_up_to,davinci,0.2,notypes_originalvocab,0.32,200,NA,NA,NA
sh,HumanEval_13_greatest_common_divisor,davinci,0.2,notypes_originalvocab,1.00,200,NA,NA,NA
sh,HumanEval_100_make_a_pile,davinci,0.2,notypes_originalvocab,0.02,200,NA,NA,NA
sh,HumanEval_90_next_smallest,davinci,0.2,notypes_originalvocab,0.11,200,NA,NA,NA
sh,HumanEval_99_closest_integer,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_78_hex_key,davinci,0.2,notypes_originalvocab,0.49,200,NA,NA,NA
sh,HumanEval_115_max_fill,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_80_is_happy,davinci,0.2,notypes_originalvocab,0.79,200,NA,NA,NA
sh,HumanEval_11_string_xor,davinci,0.2,notypes_originalvocab,0.98,200,NA,NA,NA
sh,HumanEval_124_valid_date,davinci,0.2,notypes_originalvocab,0.89,200,NA,NA,NA
sh,HumanEval_138_is_equal_to_sum_even,davinci,0.2,notypes_originalvocab,0.06,200,NA,NA,NA
sh,HumanEval_112_reverse_delete,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_46_fib4,davinci,0.2,notypes_originalvocab,0.13,200,NA,NA,NA
sh,HumanEval_146_specialFilter,davinci,0.2,notypes_originalvocab,0.08,200,NA,NA,NA
sh,HumanEval_145_order_by_points,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_56_correct_bracketing,davinci,0.2,notypes_originalvocab,0.91,200,NA,NA,NA
sh,HumanEval_35_max_element,davinci,0.2,notypes_originalvocab,0.83,200,NA,NA,NA
sh,HumanEval_130_tri,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_79_decimal_to_binary,davinci,0.2,notypes_originalvocab,0.47,200,NA,NA,NA
sh,HumanEval_25_factorize,davinci,0.2,notypes_originalvocab,0.99,200,NA,NA,NA
sh,HumanEval_103_rounded_avg,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_62_derivative,davinci,0.2,notypes_originalvocab,0.47,200,NA,NA,NA
sh,HumanEval_128_prod_signs,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_12_longest,davinci,0.2,notypes_originalvocab,0.17,200,NA,NA,NA
sh,HumanEval_33_sort_third,davinci,0.2,notypes_originalvocab,0.04,200,NA,NA,NA
sh,HumanEval_159_eat,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_147_get_max_triples,davinci,0.2,notypes_originalvocab,0.96,200,NA,NA,NA
sh,HumanEval_49_modp,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_125_split_words,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_59_largest_prime_factor,davinci,0.2,notypes_originalvocab,0.66,200,NA,NA,NA
sh,HumanEval_19_sort_numbers,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_6_parse_nested_parens,davinci,0.2,notypes_originalvocab,0.37,200,NA,NA,NA
sh,HumanEval_132_is_nested,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_107_even_odd_palindrome,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_97_multiply,davinci,0.2,notypes_originalvocab,0.16,200,NA,NA,NA
sh,HumanEval_85_add,davinci,0.2,notypes_originalvocab,0.37,200,NA,NA,NA
sh,HumanEval_140_fix_spaces,davinci,0.2,notypes_originalvocab,0.01,200,NA,NA,NA
sh,HumanEval_58_common,davinci,0.2,notypes_originalvocab,0.05,200,NA,NA,NA
sh,HumanEval_119_match_parens,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
sh,HumanEval_121_solution,davinci,0.2,notypes_originalvocab,0.27,200,NA,NA,NA
sh,HumanEval_84_solve,davinci,0.2,notypes_originalvocab,0.00,200,NA,NA,NA
