lang,problem,model,temp,variation,pass@1,n(t=0.2),pass@10,n(t=0.8),pass@100
ts,HumanEval_159_eat,davinci,0.2,all_types_any,0.03,200,NA,NA,NA
ts,HumanEval_8_sum_product,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_101_words_string,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_29_filter_by_prefix,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_61_correct_bracketing,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_151_double_the_difference,davinci,0.2,all_types_any,0.20,200,NA,NA,NA
ts,HumanEval_42_incr_list,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_3_below_zero,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_130_tri,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_127_intersection,davinci,0.2,all_types_any,0.10,200,NA,NA,NA
ts,HumanEval_56_correct_bracketing,davinci,0.2,all_types_any,0.99,200,NA,NA,NA
ts,HumanEval_4_mean_absolute_deviation,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_39_prime_fib,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_142_sum_squares,davinci,0.2,all_types_any,0.96,200,NA,NA,NA
ts,HumanEval_156_int_to_mini_roman,davinci,0.2,all_types_any,0.77,200,NA,NA,NA
ts,HumanEval_162_string_to_md5,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_13_greatest_common_divisor,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_60_sum_to_n,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_108_count_nums,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_128_prod_signs,davinci,0.2,all_types_any,0.69,200,NA,NA,NA
ts,HumanEval_153_Strongest_Extension,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_53_add,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_134_check_if_last_char_is_a_letter,davinci,0.2,all_types_any,0.10,200,NA,NA,NA
ts,HumanEval_163_generate_integers,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_31_is_prime,davinci,0.2,all_types_any,0.98,200,NA,NA,NA
ts,HumanEval_125_split_words,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_120_maximum,davinci,0.2,all_types_any,0.05,200,NA,NA,NA
ts,HumanEval_6_parse_nested_parens,davinci,0.2,all_types_any,0.89,200,NA,NA,NA
ts,HumanEval_90_next_smallest,davinci,0.2,all_types_any,0.01,200,NA,NA,NA
ts,HumanEval_106_f,davinci,0.2,all_types_any,0.99,200,NA,NA,NA
ts,HumanEval_93_encode,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_67_fruit_distribution,davinci,0.2,all_types_any,0.87,200,NA,NA,NA
ts,HumanEval_20_find_closest_elements,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_78_hex_key,davinci,0.2,all_types_any,0.47,200,NA,NA,NA
ts,HumanEval_149_sorted_list_sum,davinci,0.2,all_types_any,0.02,200,NA,NA,NA
ts,HumanEval_112_reverse_delete,davinci,0.2,all_types_any,0.87,200,NA,NA,NA
ts,HumanEval_40_triples_sum_to_zero,davinci,0.2,all_types_any,0.86,200,NA,NA,NA
ts,HumanEval_55_fib,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_0_has_close_elements,davinci,0.2,all_types_any,0.93,200,NA,NA,NA
ts,HumanEval_21_rescale_to_unit,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_27_flip_case,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_132_is_nested,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_44_change_base,davinci,0.2,all_types_any,0.94,200,NA,NA,NA
ts,HumanEval_155_even_odd_count,davinci,0.2,all_types_any,0.01,200,NA,NA,NA
ts,HumanEval_23_strlen,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_16_count_distinct_characters,davinci,0.2,all_types_any,0.34,200,NA,NA,NA
ts,HumanEval_147_get_max_triples,davinci,0.2,all_types_any,0.95,200,NA,NA,NA
ts,HumanEval_30_get_positive,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_94_skjkasdkd,davinci,0.2,all_types_any,0.01,200,NA,NA,NA
ts,HumanEval_51_remove_vowels,davinci,0.2,all_types_any,0.67,200,NA,NA,NA
ts,HumanEval_70_strange_sort_list,davinci,0.2,all_types_any,0.32,200,NA,NA,NA
ts,HumanEval_148_bf,davinci,0.2,all_types_any,0.95,200,NA,NA,NA
ts,HumanEval_158_find_max,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_45_triangle_area,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_154_cycpattern_check,davinci,0.2,all_types_any,0.17,200,NA,NA,NA
ts,HumanEval_88_sort_array,davinci,0.2,all_types_any,0.73,200,NA,NA,NA
ts,HumanEval_57_monotonic,davinci,0.2,all_types_any,0.98,200,NA,NA,NA
ts,HumanEval_19_sort_numbers,davinci,0.2,all_types_any,0.62,200,NA,NA,NA
ts,HumanEval_1_separate_paren_groups,davinci,0.2,all_types_any,0.76,200,NA,NA,NA
ts,HumanEval_141_file_name_check,davinci,0.2,all_types_any,0.16,200,NA,NA,NA
ts,HumanEval_138_is_equal_to_sum_even,davinci,0.2,all_types_any,0.12,200,NA,NA,NA
ts,HumanEval_64_vowels_count,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_129_minPath,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_52_below_threshold,davinci,0.2,all_types_any,0.68,200,NA,NA,NA
ts,HumanEval_9_rolling_max,davinci,0.2,all_types_any,0.74,200,NA,NA,NA
ts,HumanEval_97_multiply,davinci,0.2,all_types_any,0.29,200,NA,NA,NA
ts,HumanEval_33_sort_third,davinci,0.2,all_types_any,0.08,200,NA,NA,NA
ts,HumanEval_72_will_it_fly,davinci,0.2,all_types_any,0.85,200,NA,NA,NA
ts,HumanEval_63_fibfib,davinci,0.2,all_types_any,0.92,200,NA,NA,NA
ts,HumanEval_96_count_up_to,davinci,0.2,all_types_any,0.20,200,NA,NA,NA
ts,HumanEval_43_pairs_sum_to_zero,davinci,0.2,all_types_any,0.68,200,NA,NA,NA
ts,HumanEval_81_numerical_letter_grade,davinci,0.2,all_types_any,0.02,200,NA,NA,NA
ts,HumanEval_109_move_one_ball,davinci,0.2,all_types_any,0.05,200,NA,NA,NA
ts,HumanEval_2_truncate_number,davinci,0.2,all_types_any,0.99,200,NA,NA,NA
ts,HumanEval_18_how_many_times,davinci,0.2,all_types_any,0.59,200,NA,NA,NA
ts,HumanEval_49_modp,davinci,0.2,all_types_any,0.01,200,NA,NA,NA
ts,HumanEval_114_minSubArraySum,davinci,0.2,all_types_any,0.82,200,NA,NA,NA
ts,HumanEval_7_filter_by_substring,davinci,0.2,all_types_any,1.00,200,NA,NA,NA
ts,HumanEval_36_fizz_buzz,davinci,0.2,all_types_any,0.99,200,NA,NA,NA
ts,HumanEval_92_any_int,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_123_get_odd_collatz,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_17_parse_music,davinci,0.2,all_types_any,0.72,200,NA,NA,NA
ts,HumanEval_80_is_happy,davinci,0.2,all_types_any,0.92,200,NA,NA,NA
ts,HumanEval_137_compare_one,davinci,0.2,all_types_any,0.55,200,NA,NA,NA
ts,HumanEval_84_solve,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_104_unique_digits,davinci,0.2,all_types_any,0.70,200,NA,NA,NA
ts,HumanEval_115_max_fill,davinci,0.2,all_types_any,0.10,200,NA,NA,NA
ts,HumanEval_24_largest_divisor,davinci,0.2,all_types_any,0.99,200,NA,NA,NA
ts,HumanEval_143_words_in_sentence,davinci,0.2,all_types_any,0.00,200,NA,NA,NA
ts,HumanEval_10_make_palindrome,davinci,0.2,all_types_any,0.02,200,NA,NA,NA
ts,HumanEval_37_sort_even,davinci,0.2,all_types_any,0.02,200,NA,NA,NA
ts,HumanEval_77_iscube,davinci,0.2,all_types_any,0.69,200,NA,NA,NA
