lang,problem,model,temp,variation,pass@1,n(t=0.2),pass@10,n(t=0.8),pass@100
rkt,HumanEval_125_split_words,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_25_factorize,davinci,0.2,multiline,0.43,200,NA,NA,NA
rkt,HumanEval_115_max_fill,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_129_minPath,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_135_can_arrange,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_41_car_race_collision,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_20_find_closest_elements,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_141_file_name_check,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_96_count_up_to,davinci,0.2,multiline,0.26,200,NA,NA,NA
rkt,HumanEval_100_make_a_pile,davinci,0.2,multiline,0.06,200,NA,NA,NA
rkt,HumanEval_126_is_sorted,davinci,0.2,multiline,0.07,200,NA,NA,NA
rkt,HumanEval_89_encrypt,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_133_sum_squares,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_151_double_the_difference,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_71_triangle_area,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_11_string_xor,davinci,0.2,multiline,0.03,200,NA,NA,NA
rkt,HumanEval_37_sort_even,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_132_is_nested,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_99_closest_integer,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_142_sum_squares,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_33_sort_third,davinci,0.2,multiline,0.14,200,NA,NA,NA
rkt,HumanEval_150_x_or_y,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_62_derivative,davinci,0.2,multiline,0.07,200,NA,NA,NA
rkt,HumanEval_1_separate_paren_groups,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_28_concatenate,davinci,0.2,multiline,0.69,200,NA,NA,NA
rkt,HumanEval_104_unique_digits,davinci,0.2,multiline,0.12,200,NA,NA,NA
rkt,HumanEval_131_digits,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_49_modp,davinci,0.2,multiline,0.23,200,NA,NA,NA
rkt,HumanEval_44_change_base,davinci,0.2,multiline,0.21,200,NA,NA,NA
rkt,HumanEval_77_iscube,davinci,0.2,multiline,0.06,200,NA,NA,NA
rkt,HumanEval_34_unique,davinci,0.2,multiline,0.49,200,NA,NA,NA
rkt,HumanEval_63_fibfib,davinci,0.2,multiline,0.85,200,NA,NA,NA
rkt,HumanEval_101_words_string,davinci,0.2,multiline,0.93,200,NA,NA,NA
rkt,HumanEval_103_rounded_avg,davinci,0.2,multiline,0.04,200,NA,NA,NA
rkt,HumanEval_70_strange_sort_list,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_72_will_it_fly,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_3_below_zero,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_15_string_sequence,davinci,0.2,multiline,0.58,200,NA,NA,NA
rkt,HumanEval_92_any_int,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_54_same_chars,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_90_next_smallest,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_81_numerical_letter_grade,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_26_remove_duplicates,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_74_total_match,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_4_mean_absolute_deviation,davinci,0.2,multiline,0.52,200,NA,NA,NA
rkt,HumanEval_155_even_odd_count,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_159_eat,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_24_largest_divisor,davinci,0.2,multiline,0.38,200,NA,NA,NA
rkt,HumanEval_110_exchange,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_86_anti_shuffle,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_35_max_element,davinci,0.2,multiline,0.95,200,NA,NA,NA
rkt,HumanEval_75_is_multiply_prime,davinci,0.2,multiline,0.08,200,NA,NA,NA
rkt,HumanEval_19_sort_numbers,davinci,0.2,multiline,0.04,200,NA,NA,NA
rkt,HumanEval_163_generate_integers,davinci,0.2,multiline,0.06,200,NA,NA,NA
rkt,HumanEval_162_string_to_md5,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_18_how_many_times,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_31_is_prime,davinci,0.2,multiline,0.35,200,NA,NA,NA
rkt,HumanEval_149_sorted_list_sum,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_106_f,davinci,0.2,multiline,0.69,200,NA,NA,NA
rkt,HumanEval_98_count_upper,davinci,0.2,multiline,0.03,200,NA,NA,NA
rkt,HumanEval_144_simplify,davinci,0.2,multiline,0.10,200,NA,NA,NA
rkt,HumanEval_158_find_max,davinci,0.2,multiline,0.06,200,NA,NA,NA
rkt,HumanEval_68_pluck,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_65_circular_shift,davinci,0.2,multiline,0.03,200,NA,NA,NA
rkt,HumanEval_6_parse_nested_parens,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_93_encode,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_2_truncate_number,davinci,0.2,multiline,0.53,200,NA,NA,NA
rkt,HumanEval_69_search,davinci,0.2,multiline,0.08,200,NA,NA,NA
rkt,HumanEval_79_decimal_to_binary,davinci,0.2,multiline,0.88,200,NA,NA,NA
rkt,HumanEval_30_get_positive,davinci,0.2,multiline,1.00,200,NA,NA,NA
rkt,HumanEval_76_is_simple_power,davinci,0.2,multiline,0.60,200,NA,NA,NA
rkt,HumanEval_111_histogram,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_146_specialFilter,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_139_special_factorial,davinci,0.2,multiline,0.45,200,NA,NA,NA
rkt,HumanEval_154_cycpattern_check,davinci,0.2,multiline,0.08,200,NA,NA,NA
rkt,HumanEval_67_fruit_distribution,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_137_compare_one,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_45_triangle_area,davinci,0.2,multiline,0.05,200,NA,NA,NA
rkt,HumanEval_118_get_closest_vowel,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_51_remove_vowels,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_27_flip_case,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_84_solve,davinci,0.2,multiline,0.09,200,NA,NA,NA
rkt,HumanEval_16_count_distinct_characters,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_119_match_parens,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_42_incr_list,davinci,0.2,multiline,1.00,200,NA,NA,NA
rkt,HumanEval_55_fib,davinci,0.2,multiline,0.97,200,NA,NA,NA
rkt,HumanEval_140_fix_spaces,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_105_by_length,davinci,0.2,multiline,0.22,200,NA,NA,NA
rkt,HumanEval_134_check_if_last_char_is_a_letter,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_130_tri,davinci,0.2,multiline,0.22,200,NA,NA,NA
rkt,HumanEval_48_is_palindrome,davinci,0.2,multiline,0.45,200,NA,NA,NA
rkt,HumanEval_0_has_close_elements,davinci,0.2,multiline,0.06,200,NA,NA,NA
rkt,HumanEval_58_common,davinci,0.2,multiline,0.05,200,NA,NA,NA
rkt,HumanEval_91_is_bored,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_47_median,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_114_minSubArraySum,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_145_order_by_points,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_108_count_nums,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_124_valid_date,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_113_odd_count,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_52_below_threshold,davinci,0.2,multiline,0.82,200,NA,NA,NA
rkt,HumanEval_87_get_row,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_73_smallest_change,davinci,0.2,multiline,0.08,200,NA,NA,NA
rkt,HumanEval_14_all_prefixes,davinci,0.2,multiline,0.42,200,NA,NA,NA
rkt,HumanEval_97_multiply,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_12_longest,davinci,0.2,multiline,0.46,200,NA,NA,NA
rkt,HumanEval_46_fib4,davinci,0.2,multiline,0.98,200,NA,NA,NA
rkt,HumanEval_102_choose_num,davinci,0.2,multiline,0.24,200,NA,NA,NA
rkt,HumanEval_39_prime_fib,davinci,0.2,multiline,0.05,200,NA,NA,NA
rkt,HumanEval_147_get_max_triples,davinci,0.2,multiline,0.10,200,NA,NA,NA
rkt,HumanEval_112_reverse_delete,davinci,0.2,multiline,0.04,200,NA,NA,NA
rkt,HumanEval_61_correct_bracketing,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_7_filter_by_substring,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_88_sort_array,davinci,0.2,multiline,0.60,200,NA,NA,NA
rkt,HumanEval_66_digitSum,davinci,0.2,multiline,0.08,200,NA,NA,NA
rkt,HumanEval_53_add,davinci,0.2,multiline,1.00,200,NA,NA,NA
rkt,HumanEval_148_bf,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_29_filter_by_prefix,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_10_make_palindrome,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_83_starts_one_ends,davinci,0.2,multiline,0.03,200,NA,NA,NA
rkt,HumanEval_127_intersection,davinci,0.2,multiline,0.09,200,NA,NA,NA
rkt,HumanEval_109_move_one_ball,davinci,0.2,multiline,0.02,200,NA,NA,NA
rkt,HumanEval_160_do_algebra,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_157_right_angle_triangle,davinci,0.2,multiline,0.35,200,NA,NA,NA
rkt,HumanEval_57_monotonic,davinci,0.2,multiline,0.00,200,NA,NA,NA
rkt,HumanEval_60_sum_to_n,davinci,0.2,multiline,0.99,200,NA,NA,NA
rkt,HumanEval_36_fizz_buzz,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_136_largest_smallest_integers,davinci,0.2,multiline,0.12,200,NA,NA,NA
rkt,HumanEval_82_prime_length,davinci,0.2,multiline,0.27,200,NA,NA,NA
rkt,HumanEval_78_hex_key,davinci,0.2,multiline,0.05,200,NA,NA,NA
rkt,HumanEval_122_add_elements,davinci,0.2,multiline,0.13,200,NA,NA,NA
rkt,HumanEval_116_sort_array,davinci,0.2,multiline,0.01,200,NA,NA,NA
rkt,HumanEval_59_largest_prime_factor,davinci,0.2,multiline,0.74,200,NA,NA,NA
rkt,HumanEval_40_triples_sum_to_zero,davinci,0.2,multiline,0.00,200,NA,NA,NA
