lang,problem,model,temp,variation,pass@1,n(t=0.2),pass@10,n(t=0.8),pass@100
php,HumanEval_9_rolling_max,davinci,0.2,multiline,0.54,200,NA,NA,NA
php,HumanEval_111_histogram,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_25_factorize,davinci,0.2,multiline,0.99,200,NA,NA,NA
php,HumanEval_53_add,davinci,0.2,multiline,1.00,200,NA,NA,NA
php,HumanEval_34_unique,davinci,0.2,multiline,0.92,200,NA,NA,NA
php,HumanEval_55_fib,davinci,0.2,multiline,0.99,200,NA,NA,NA
php,HumanEval_51_remove_vowels,davinci,0.2,multiline,0.85,200,NA,NA,NA
php,HumanEval_26_remove_duplicates,davinci,0.2,multiline,0.02,200,NA,NA,NA
php,HumanEval_18_how_many_times,davinci,0.2,multiline,0.52,200,NA,NA,NA
php,HumanEval_140_fix_spaces,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_99_closest_integer,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_1_separate_paren_groups,davinci,0.2,multiline,0.35,200,NA,NA,NA
php,HumanEval_154_cycpattern_check,davinci,0.2,multiline,0.20,200,NA,NA,NA
php,HumanEval_98_count_upper,davinci,0.2,multiline,0.12,200,NA,NA,NA
php,HumanEval_119_match_parens,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_23_strlen,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_3_below_zero,davinci,0.2,multiline,0.90,200,NA,NA,NA
php,HumanEval_2_truncate_number,davinci,0.2,multiline,0.61,200,NA,NA,NA
php,HumanEval_29_filter_by_prefix,davinci,0.2,multiline,0.94,200,NA,NA,NA
php,HumanEval_116_sort_array,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_94_skjkasdkd,davinci,0.2,multiline,0.02,200,NA,NA,NA
php,HumanEval_120_maximum,davinci,0.2,multiline,0.05,200,NA,NA,NA
php,HumanEval_4_mean_absolute_deviation,davinci,0.2,multiline,0.54,200,NA,NA,NA
php,HumanEval_137_compare_one,davinci,0.2,multiline,0.36,200,NA,NA,NA
php,HumanEval_45_triangle_area,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_122_add_elements,davinci,0.2,multiline,0.96,200,NA,NA,NA
php,HumanEval_107_even_odd_palindrome,davinci,0.2,multiline,0.10,200,NA,NA,NA
php,HumanEval_62_derivative,davinci,0.2,multiline,0.99,200,NA,NA,NA
php,HumanEval_36_fizz_buzz,davinci,0.2,multiline,0.99,200,NA,NA,NA
php,HumanEval_150_x_or_y,davinci,0.2,multiline,0.12,200,NA,NA,NA
php,HumanEval_86_anti_shuffle,davinci,0.2,multiline,0.49,200,NA,NA,NA
php,HumanEval_5_intersperse,davinci,0.2,multiline,0.99,200,NA,NA,NA
php,HumanEval_30_get_positive,davinci,0.2,multiline,0.98,200,NA,NA,NA
php,HumanEval_146_specialFilter,davinci,0.2,multiline,0.16,200,NA,NA,NA
php,HumanEval_106_f,davinci,0.2,multiline,0.03,200,NA,NA,NA
php,HumanEval_82_prime_length,davinci,0.2,multiline,0.02,200,NA,NA,NA
php,HumanEval_143_words_in_sentence,davinci,0.2,multiline,0.05,200,NA,NA,NA
php,HumanEval_65_circular_shift,davinci,0.2,multiline,0.25,200,NA,NA,NA
php,HumanEval_160_do_algebra,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_39_prime_fib,davinci,0.2,multiline,0.00,200,NA,NA,NA
php,HumanEval_95_check_dict_case,davinci,0.2,multiline,0.15,200,NA,NA,NA
php,HumanEval_31_is_prime,davinci,0.2,multiline,0.08,200,NA,NA,NA
php,HumanEval_59_largest_prime_factor,davinci,0.2,multiline,0.99,200,NA,NA,NA
